,a,b,c,d,e,f,cite
1569,2012,240,"KAREBOSI IS A PUBLIC SPACE, LOCUS EXPRESSION OF HERITAGE AND URBAN IDENTITY OF MAKASSAR",B Koddeng - 2012 - 103.195.142.17,"… Strong arguments state that compact city can overcome urban sprawl in terms of preservation
of green space, regeneration of existing urban areas and urban vitality, less car dependency
thus lower emissions, reduced energy consumption, better public transport services, and … 
",  All 2 versions  View as HTML ,0
1567,2012,240,[PDF][PDF] Back to Everyday Life: Inspiration for Urban Design in the Continuous Metropolitan Transformation of Hong Kong,"KWM Siu, Y Huang - Constructed Environment, 2012 - researchgate.net","… the concept of “tree structure”, suggesting that cities embody “the ideas of overlap, ambiguity
[and] multiplicity of aspect”, and that multifunctional organic integration within an interactively
natural “semi-lattice” structure would be a source of urban vitality (Alexander 1965, 9-10) … 
",  Related articles All 5 versions  View as HTML ,0
1563,2012,240,On the Reconstruction of Historic Blocks and Inheritance of Urban Culture: on Reconstruction of Shanghai Xintiandi,"HJ Huang, L Li, HX Wang - Advanced Materials Research, 2012 - Trans Tech Publ","… As one of the successful cases on the protection and innovation of city center in Chinese large
cities, Shanghai Xintiandi is playing a positive role on improving the environmental quality of
the inner city, promoting the commercial value, coruscating urban vitality and extending … 
",   ,0
1562,2012,240,Shaping the Vitality of the National List Historic Culture Town Based on the Theory of Urban Catalysts,"ZQ Zhao, QL Wang - Advanced Materials Research, 2012 - Trans Tech Publ","… References [1] W. Attoe and D. Logan, American Urban Architecture—Catalysts in the Design
of Cities, Trans. By W. Shaofang, Taibei Chuangxing Press, Taibei. (1994). [2] D. Jiang, Urban
Vitality Morphology, Southeast University Press, Nangjing. (2007) … 
",  Related articles All 2 versions  ,0
1500,2011,189,[HTML][HTML] On display: a localized study of exhibitions of antiquities from the Mediterranean and Egypt,GL Grady - 2011 - open.library.ubc.ca,"Learning, knowledge, research, insight: welcome to the world of UBC Library,
the second-largest academic research library in Canada.
",  All 2 versions  Cached ,0
1499,2011,189,Between crime and place in atlantic wharf: the landscape of crime and disorder in a regenerated neighbourhood,O Cowan - 2011 - search.proquest.com,"… 12. city of boulevards and squares (see Pinkney, 1957), to the slum-clearance of Victorian
'rookeries'. Such cases ostensibly facilitate a new aesthetic and urban vitality, but also neutralise
urban space amenable to political uprising, and untangle impenetrable criminal enclaves … 
",  Related articles All 2 versions  ,0
1497,2011,189,[PDF][PDF] BETWEEN CRIME AND PLACE IN ATLANTIC WHARF,"O COWAN - Ann Arbor, 2011 - core.ac.uk","Page 1. BETWEEN CRIME AND PLACE IN ATLANTIC WHARF The landscape of crime and
disorder in a regenerated neighbourhood OLIVER COWAN SCHOOL OF SOCIAL SCIENCES
CARDIFF UNIVERSITY A thesis submitted to Cardiff University in fulfilment of … 
",  Related articles All 4 versions  View as HTML ,0
1495,2011,189,[PDF][PDF] H. JOHN HEINZ III COLLEGE,BB Knudsen - 2011 - researchgate.net,"Page 1. Carnegie Mellon University H. JOHN HEINZ III COLLEGE School of Public Policy and
Management The Local Ecology of New Movement Organizations DISSERTATION By Brian B.
Knudsen Submitted in partial fulfillment of the requirements for the degree of … 
",  Related articles  View as HTML ,0
1493,2011,189,Beyond Photo Ops and Propaganda: The Role of Visual Culture in the Development of Policy in the Public Sphere,SE Carlton - 2011 - repository.library.georgetown.edu,"Page 1. BEYOND PHOTO OPS AND PROPAGANDA: THE ROLE OF VISUAL
CULTURE IN THE DEVELOPMENT OF POLICY IN THE PUBLIC SPHERE A Thesis
Submitted to the Faculty of The School of Continuing Studies … 
",  Related articles All 4 versions  View as HTML ,0
1683,2012,234,[PDF][PDF] The Potential of Downtown Las Vegas Becoming a Creative Milieu,AM Barragan - 2012 - digitalscholarship.unlv.edu,"Page 1. UNLV Theses, Dissertations, Professional Papers, and Capstones 5-1-2012 The
Potential of Downtown Las Vegas Becoming a Creative Milieu Ana Magdalena Barragan
University of Nevada, Las Vegas, ana.barragan1@gmail.com … 
",  Related articles All 6 versions  ,0
590,2004,78,[PDF][PDF] The Tall Building And The City: the discussion about urban sustainability,JCS Gonçalves - alexandria.tue.nl,"… The arguments of economic triveness, urban vitality and urban energy efficiency are argued as
reasons for new high-rises in some European cities … In the contemporary urban proposals, the
tall building is seen as a catalyst for urban vitality and reassurance of city's image … 
",  Related articles  View as HTML ,0
617,2004,77,[PDF][PDF] REGULATORY AND FISCAL TOOLS TO MANAGE DEMAND FOR CAR USE IN CITIES,AD MAY - 2004 - pdfs.semanticscholar.org,"Page 1. Ministry of Transport of the Russian Federation Department of Transport and
Communications of Moscow European Conference of Ministers of Transport United Nations
Economic Commission for Europe World Health Organization Regional Office for Europe … 
",  Related articles All 2 versions  View as HTML ,0
613,2004,77,"Post-functionalist Urbanism, the Postmodern and Singapore: AND SINGAPORE Heinz Paetzold","H Paetzold - Beyond Description, 2004 - taylorfrancis.com","… Jane Jacobs attacked Le Corbusier's functionalism by debunking its central
presuppositions. Urban vitality, according to her view, cannot be guaranteed by
separating rigidly basic functions and then zoning urban regions accordingly … 
",  Related articles  View as HTML ,0
599,2004,78,[PDF][PDF] Rankings Offer Quick Assessments: Benchmarks Provide Action Guides for Cities and States,J Kirlin - 2004 - archives.iupui.edu,"… Progress Board. They developed benchmarks in six areas— economy, education,
environment, governance and civic partici- pation, health and families, and public
safety and urban vitality (see www.pm-benchmarks.org). There … 
",  All 6 versions  View as HTML ,0
594,2004,78,[PDF][PDF] GOVERNANCE AND URBAN OUTSKIRTS,"M McEldowney, F Gaffikin… - Insights on … - … .developpement-durable.gouv.fr","… which, rightly, sees inner-city densification as the best defence against housing pressures on
the green belt-and"" urbanist"" architectural and planning professional groups who advocate
brownfield development and subscribe to the European model of high-density urban vitality … 
",  Related articles  View as HTML ,0
593,2004,78,Bristol-an urban ITS strategy founded upon European best practice,"JM D'Arcy, P Davis - … Information and Control, 2004. RTIC 2004 …, 2004 - ieeexplore.ieee.org","… Operators 6 Transport Organisations 1 Energy Utility 4 Universities I Research
Organisations urban vitality and economic success, social inclusion, health and well
being of citizens, and sustainahility. The measures introduced in … 
",  All 3 versions  ,0
1094,2009,121,[PDF][PDF] The Role of System Dynamic in Future City Landscape Development Planning (Case: Bogor Municipality),"A Munandar, AC Achsan, S Hadi, AFM Zain - academia.edu","… biocontrolling and bioengineering urban Scenario Sub-model Page 8. environment (Nurisyah,
2007). As cited by Lynch (1983) regarding history of GOS in world metropolitan, GOS was
valued as a sustenance (an aspect of urban vitality) of a city … 
",  Related articles  View as HTML ,0
562,2003,73,The Fourth Generation: Kunio and Yukio,"M Itoh - The Hatoyama Dynasty, 2003 - Springer","Page 1. Chapter 7 The Fourth Generation: Kunio and Yukio This chapter first examines
the political careers of the fourth generation of the Hatoyama Dynasty, Kunio and Yukio,
together. Although the brothers had separate careers … 
",  Related articles  ,0
528,2003,73,[PDF][PDF] School Ranked Among the Best,O DAME - architecture.nd.edu,"… Joseph River, the site offers a great opportunity to revitalize the city center. The graduate
students believe creating a centrally-located pedestrian mall where people can live,
work and play will help restore Mishawaka's urban vitality. V … 
",   View as HTML ,0
524,2003,73,"[PDF][PDF] A Strategy for the Repair of Downtown Oakland, California","P Bosselmann, S Pellegrini - econstor.eu","… An important aspect of this essay is to explain what is implied when abstract terms are used, like
“urban vitality,” “urban repair,” or “incre- mental development.” These terms express professional
values that require clear communi- cation to the future and existing residents of the … 
",  Related articles All 2 versions  View as HTML ,0
523,2003,73,A Worm's Eye View and a Bird's Eye View: Culture and Politics in Berlin since 1989,"U Zitzlsperger - Politics and Culture in Twentieth-century …, 2003 - books.google.com","… What most big cities have in common is that in recent years der of- fentliche Raum
(public space) has been rediscovered—it is not just a matter of politicians and architects
trying to fill squares and streets to demonstrate urban vitality … 
",  Related articles  ,0
517,2003,73,[PDF][PDF] RECONFIGURATION OF CHAINS AND NETWORKS: POSITIONING PAPER,S van de Velde - researchgate.net,"… chains and networks with respect to spatial limitations, environmental considerations, Page 2.
2 and urban vitality; and physical networks for supporting physical product flows together with
the reallocation of economic activities in chains and networks. We take … 
",  Related articles All 5 versions  View as HTML ,0
720,2005,81,"[BOOK][B] The social lives of a street: Oldham Street, Manchester, in the late nineteenth and early twenty first centuries",J Birchall - 2005 - search.proquest.com,"The social lives of a street: Oldham Street, Manchester, in the late nineteenth and
early twenty first centuries. Abstract. This thesis is about a street in Manchester called
Oldham Street. It is about the street as an arena for social … 
",  Related articles  ,0
711,2005,81,[DOC][DOC] The New Economy of the Inner City,"A Mould, TA Hutton - New Economy, 2005 - sites.utoronto.ca","The New Economy of the Inner City. Regeneration and Dislocation in the 21 st Century
Metropolis. Prospectus. Submitted to. Routledge. Series Editor. Andrew Mould. Thomas A.
Hutton. Centre for Human Settlements. The University of British Columbia … 
",  Related articles  View as HTML ,0
707,2005,83,[PDF][PDF] Time to Get it Right-A Strategy for Higher Education in Kansas City,JJ Duderstadt - 2005 - deepblue.lib.umich.edu,"Page 1. TIME TO GET IT RIGHT A STRATEGY FOR HIGHER EDUCATION IN KANSAS CITY
GREATER KANSAS CITY COMMUNITY FOUNDATION Page 2. “An investment in knowledge
pays the best interest” Benjamin Franklin, Poor Richard's Almanac (1758) … 
",  Related articles  View as HTML ,0
686,2005,83,[PDF][PDF] San Francisco Ferry Building,A Wolfram - 2005 - ubir.buffalo.edu,"… The urban vitality of the project results from the programmatic mixing of a ferry transit hub, a locally
oriented marketplace, two floors of distinctive Class A office space and a public hearing room
for the San Francisco Port commission, which assure near constant activity and a … 
",   View as HTML ,0
673,2005,83,"[BOOK][B] Integrating perception analysis and geographic information system (GIS) technology in urban planning, growth and modeling: A case study from Fayetteville …",SA Thawaba - 2005 - search.proquest.com,"Page 1. NOTE TO USERS This reproduction is the best copy available. ® UMI Reproduced
with permission of the copyright owner. Further reproduction prohibited without permission.
Page 2. Reproduced with permission of the copyright owner … 
",  Related articles  ,0
665,2005,83,[PDF][PDF] The Void: Urban By Association,B Kessler - 2005 - surface.syr.edu,"Page 1. Syracuse University SURFACE Architecture Thesis Prep School of Architecture
Dissertations and Theses Fall 2005 The Void: Urban By Association Brian Kessler
Follow this and additional works at: http://surface.syr.edu … 
",  All 2 versions  ,0
663,2005,83,"The Prince of Providence: The True Story of Buddy Cianci, America's Most Notorious Mayor, Some Wiseguys, and the Feds/Securing the Spectacular City: The Politics …","SJ McGovern - American Planning Association. Journal of the …, 2005 - search.proquest.com","… stadiums. The rationale for a strategy predicated upon what David Harvey calls
""the mobilization of spectacle"" is to foster an image of urban vitality that will stimulate
high-end consumption, tourism, and corporate investment … 
",   ,0
