,a,b,c,d,e,f,cite
1836,2013,279,[PDF][PDF] Florence Charter on Historic Gardens (1982),"WD MIDDLETON, L BARBA, A PECCI, J BURTON… - Science - orcp.hustoj.com","… vitality, development, industry, tourism, and evolution of urban centers. This holistic
view sees heritage as a co-contributor to urban vitality in the twenty- first century.
Sparked by out-of-scale develop- ment proposed adjacent … 
",  Related articles  View as HTML ,0
1807,2013,282,[PDF][PDF] Developing sustainable urban neighborhood in small cities,"J Song, A Kubota, R Ogasawara - cpij.or.jp","… On the one hand, architects and developers assert that adaptive reuse transforms streets,
neighborhoods and districts, adding urban vitality and richness, bringing relevance and
meaning to cities and ensuring continuity of time and place … 
",  Related articles All 2 versions  View as HTML ,0
1805,2013,282,[PDF][PDF] A New Urban Crisis? International perspectives,"N Moore-Cherry… - … cities: Urban processes …, 2013 - researchrepository.ucd.ie","… In a Japanese context, maintaining urban vitality and developing sustainable suburbs are key
issues in ensuring the continued economic development of the cities. 2. From a social perspective,
a range of common issues have been identified that affect a number of regions … 
",  All 4 versions  View as HTML ,0
1804,2013,282,Designing pedestrian-oriented shopping centers to promote the vitality of urban spaces: A case in Phase 2 of Pardis new city,"M Ahmadi, AD Shafei… - European Online Journal …, 2013 - european-science.com","… urban management systems especially in developed countries. Providing urban
vitality also as a legitimate goal is seen at the top of many urbanization official
documents, especially in new cities. In fact, vitality of a city means … 
",  Related articles  View as HTML ,0
1803,2013,282,"The Creative Society, Urban Revitalisation in the Creative Economy and Society: The Romanian Case","MC Suciu, M Fanea-Ivanovici - European Conference on …, 2013 - search.proquest.com","… of activity. The paper treats the Romanian case of urban vitality in particular.
Keywords: creative society, urban regeneration, gentrification, urban revitalisation,
Romanian urban vitality 1. Brief literature review At international … 
",  Related articles  ,0
1802,2013,282,The Economic Growth Drivers of Urban Areas,"E Muzzini, G Aparicio - 2013 - elibrary.worldbank.org","… production center, where 49 percent of formal jobs are in the garment sector, but it is losing
competitiveness to peri-urban areas, employment growth in the sector is declining, and there
is limited evidence of replacement industries emerging to ensure continued urban vitality … 
",   ,0
1733,2012,234,[PDF][PDF] The Space Wasters,R Nelson - research.monash.edu,"… colour—are new. In many parts, there are few stately old buildings but streets packed
with relatively new buildings, sometimes of unimaginative design, that nevertheless
serve the purposes that belong to urban vitality. We have … 
",  Related articles  View as HTML ,0
1729,2012,234,"Rise, Ruin & Regeneration: An Examination of the Regeneration of Post-War Suburban State Housing in New Zealand",J Arps - 2012 - researcharchive.vuw.ac.nz,"… A green belt encircling the city is both an agricultural hinterland and a barrier to growth.' 'Howard
believed his model combined the best of town and country: big enough to create urban vitality,
yet small enough to foster neighbourliness' (Schrader, 2005, p. 168) … 
",  Related articles All 2 versions  View as HTML ,0
1721,2012,234,'McGeneration'? An examination of the continuing importance of place in cultural regeneration,A Brown - 2012 - nrl.northumbria.ac.uk,"… 2005a:1). Cities are multifaceted; these 'cauldrons' contain all aspects of people's work and leisure
lives. Florida suggests that this creativity of people is the principal driving force in urban vitality.
It has become apparent that the key driving-factor in development is creativity … 
",  Related articles All 6 versions  View as HTML ,0
1719,2012,234,A Case Study of How Systems for Innovation can Impact Municipal Economic Development,N Wildes - 2012 - digitalcommons.library.umaine.edu,"Page 1. The University of Maine DigitalCommons@UMaine Honors College 5-2012
A Case Study of How Systems for Innovation can Impact Municipal Economic
Development Nathaniel Wildes Follow this and additional works … 
",   View as HTML ,0
1718,2012,234,[PDF][PDF] Appropriate acts: catalyzing the reclamation of the no-man's-lands of crescent town,K Corre - 2012 - curve.carleton.ca,"… the neighbourhood, the open spaces felt contained and the scale of the neighbourhood felt
walkable. Though not all of the open space was occupied or even well maintained, I did ob serve
an urban vitality in St. Jamestown. The open spaces between the buildings were also … 
",  Related articles  View as HTML ,0
1717,2012,234,[PDF][PDF] Greening Cities,"G Gamage, B Burns, E Fassman, S Knight-Lenihan… - 2012 - cdn.auckland.ac.nz","Page 1. Greening Cities: A review of Green Infrastructure A/Prof Carol Boyle Dr. Gaya
Gamage Dr. Bruce Burns Dr. Elizabeth Fassman Dr. Stephen Knight-Lenihan Dr.
Luitgard Schwendenmann Will Thresher University of Auckland … 
",  Related articles  View as HTML ,0
1716,2012,234,[PDF][PDF] Eman M. Abdel Sabour,"S Luoni - Cities in transformation Research & Design, 2012 - core.ac.uk","… this societal transformation. These other activities are essential to intensify the urban
vitality and to ensure that a larger part of the population can be included in this process
of societal transformation. Metropolitan functions, especially … 
",  Related articles All 4 versions  View as HTML ,0
1705,2012,234,[PDF][PDF] [re]: connecting the edge: remaking the small town post-industrial waterfront on Vancouver Island,SM Schulson - 2012 - curve.carleton.ca,"Page 1. [re]:Connecting the Edge Remaking the Small Town Post-Industrial Waterfront on
Vancouver Island by Stefan M. Schulson, BSc, BAS A thesis submitted to the Faculty of Graduate
and Postdoctoral Affairs in partial fulfillment of the requirements for the degree of … 
",  Related articles  View as HTML ,0
1703,2012,234,What we learned from Copenhagen and where we went wrong: Changes New York can make in car-parking policy to better promote a bicycle city,T Zuffi - 2012 - fordham.bepress.com,"… is where urban planners have been looking for ways to gradually reduce cars and increase cycling,
a process known as “Copenhagenisation.” Gehl coined the term during his research on the quality
of life in Copenhagen where he collected štatistical data on urban vitality … 
",   ,0
1701,2012,234,What we learned from Copenhagen and where we went wrong: Changes New York can make in car-parking po icy to better promote a bicycle city,T Zuﬂd - 2012 - fordham.bepress.com,"… is where urban planners have been looking for ways to gradually reduce cars and increase cycling,
a process known as “Copenhage_nisation-.-” Gehl coined the term during his research on the
quality of life in Copenhagen where he collected statistical data on urban vitality … 
",   ,0
1696,2012,234,Mobile Foodscapes: a Case Study of Food Carts on Madison's Isthmus,"O Prendergast, S Grosenick, C Quinn - 2012 - minds.wisconsin.edu","Page 1. Mobile Foodscapes: A Case Study of Food Carts on Madison's Isthmus By Sam
Grosenick, Olivia Prendergast, & Chloë Quinn Page 2. Abstract Our research investigates
the food cart scene on Madison's isthmus. City policies and … 
",  All 2 versions  View as HTML ,0
1694,2012,234,"[PDF][PDF] Η φυσιογνωμία των"" δυσάρεστων χρήσεων"" στον πολεοδομικό ιστό του σύγχρονου αστικού χώρου. Περίπτωση μελέτης Δήμος Αθήνας",Γ Στάϊκος - 2012 - ir.lib.uth.gr,"Page 1. ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ ΠΟΛΥΤΕΧΝΙΚΗ ΣΧΟΛΗ ΤΜΗΜΑ ΜΗΧΑΝΙΚΩΝ
ΧΩΡΟΤΑΞΙΑΣ, ΠΟΛΕΟΔΟΜΙΑΣ & ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΑΝΑΠΤΥΞΗΣ ΠΡΟΓΡΑΜΜΑ
ΜΕΤΑΠΤΥΧΙΑΚΩΝ ΣΠΟΥΔΩΝ 2010-2011 «ΠΟΛΕΟΔΟΜΙΑ - ΧΩΡΟΤΑΞΙΑ» … 
",  Related articles  View as HTML ,0
1808,2013,282,[PDF][PDF] Urban Governance “Going Native”. European Experiences,"F Jorna - Wroclaw Review of Law, Administration & Economics, 2013 - degruyter.com","… I. ALMELO (THE NETHERLANDS): MAKING A DIFFERENCE The city of Almelo, with some
80,000 inhabitants, is striving to make a difference. The core challenge is to restore urban vitality.
Until the 1970s, Almelo was characterized by the textiles industry … 
",  Related articles All 9 versions  ,0
1835,2013,279,[HTML][HTML] Typology of Canada's Francophone minority communities,R Immigration - 2013 - canada.ca,"… The Ottawa region also has its strengths: a close community network driven by national capital
status; many institutions for education, health, and arts and culture; urban vitality; a conducive
social and linguistic context that recognizes French at the federal and municipal levels … 
",   Cached ,0
1809,2013,282,The Role and Development Prospects of the Ropeway in Urban Transport System,"H Wu, XW Wu, HQ Huang, HJ Wang - Advanced Materials …, 2013 - Trans Tech Publ","… Era buildings of a city, like a history book, a roll of files, records with a city's vicissitudes years.
A city's vitality lies not only in the number of high-rise buildings, a source and symbol of the
context of the historical and cultural relics but also urban vitality … 
",  Related articles  ,0
1834,2013,279,Understanding of Landscape Architecture Design in Japan,"Y Feng, LS Zhang - Advanced Materials Research, 2013 - Trans Tech Publ","… etc; 2. Landscape architecture design diversity: Effectively used public space such as the streets
and gardens, created the space of entertainment and playing space of regional characteristics
for staying, enjoyment and communications and create the urban vitality and glamour … 
",  Related articles  ,0
1831,2013,279,Study on Regional Expression of Space Design in City Commercial Pedestrian Street,"XL Xu, J Liang, LN Xie, HH Chen - Applied Mechanics and …, 2013 - Trans Tech Publ","… To stimulate urban vitality. City's vitality and competitiveness decides the power and the future
of the city. Commercial pedestrian block is indispensable elements in the city, and carries the
important functions of economic, social and cultural to urban life … 
",  All 3 versions  ,0
1830,2013,279,From wasteland to park: analysis in multi-perspective,"Z Jianjian - Acta horticulturae, 2013 - actahort.org","… In addition, a large number of middle class have moved to the suburbs, which results
in the depression of population and employment in varying degrees in central cities.
Land and resources waste seriously and urban vitality is lost … 
",  Related articles All 5 versions  ,0
1827,2013,279,Urban Revival and College Writing: Writing to Promote Communities,"M Chirico - Partnerships: A Journal of Service-Learning …, 2013 - partnershipsjournal.org","… a civic identity could begin to emerge through activities that stimulate the students' imagination,
such as a class tour of the city as a group of flâneurs, witnessing and describing the city through
the perspective of a writer, and their work as citizens advocating for urban vitality … 
",  Related articles All 3 versions  View as HTML ,0
